job_name,post_zip_name,component,sweep_type,isolated_vs_fullcar,date,owner_initials,raw_force_values,full_car_df,total_aero_df,body_df,fw_df,rw_df,ut_df,wheel_df,endplate_df,swan_neck_df,carbon_rod_df,EL4_df,EL5_df,EL6_df,EL7_df,full_car_drag,body_drag,fw_drag,rw_drag,ut_drag,wheel_drag,endplate_drag,swan_neck_dragf,carbon_rod_drag,EL4_drag,EL5_drag,EL6_drag,EL7_drag,frontal_area,RW_area,FW_area,UT_area,ClA,CdA,full_car_CoP,full_car_CoP_meters,UT_CoP_meters,RW_CoP_meters,radiator_MFR,inlet_MF_averaged_pressure,outlet_MF_averaged_pressure,pressure_drop,cell_count,swept_variable,swept_range,swept_value,swept_value_unit,scene_image_refs,source_drive_folder,whisker_df
NC_UT_NoFillets_Cornering_20260724,post_NC_UT_NoFillets_Cornering_20260724.zip,UT,Cornering,isolated,20260724,NC,body_df=9.940276N;full_car_CoP=54.151201;full_car_CoP_meters=0.852881m;rw_drag=40.141979N;fw_df=-57.680309N;rw_df=-92.914777N;full_car_drag=91.971587N;full_car_df=-190.627172N;ut_df=-61.334506N;cell_count=113848135.0;total_aero_df=-198.479912N;wheel_df=7.85274N;whisker_df=3.509404N,-190.627172,-198.479912,9.940276,-57.680309,-92.914777,-61.334506,7.85274,,,,,,,,91.971587,,,40.141979,,,,,,,,,,,,,,,,54.151201,0.852881,,,,,,,113848135.0,,,,,https://drive.google.com/file/d/12DTi3NB5mH2V0TQnUqVPeVpoQdmORZ3I/view;https://drive.google.com/file/d/1SB5EvB1Wbj91m-4rCy0CXov_T5k2mpJg/view;https://drive.google.com/file/d/1-TiipRsvRuOLWIVmt6JD57GE_jJ4ygMu/view;https://drive.google.com/file/d/1WhKFR6cm0l5vRFZtUS2Af3HG92YXg690/view;https://drive.google.com/file/d/1OxqVUfzq_6wSG-cyW34lHtDmNgq3mQGr/view;https://drive.google.com/file/d/1zBsXauGMERmmZFeRjo7MdojeOyYuDU7b/view;https://drive.google.com/file/d/1-fOr0BzzGwQIC3T5AegIumtPjxyB60p-/view;https://drive.google.com/file/d/1jYZ-aKBXjS7fmVpEe7-5SntOL9YD6rmO/view;https://drive.google.com/file/d/1vM2FUdfDZX5Zp5l1XS6zoLgFGCP_XuDH/view;https://drive.google.com/file/d/1pBqKRaW94_2QvVxfWalnxs-VJtcJfdlt/view;https://drive.google.com/file/d/1ZXHyssbNSLULvH-2CqUEGxhLeLgtVmAL/view;https://drive.google.com/file/d/1QPtpUsrJHwdMpyOgeP62mKC4Refa5uh_/view;https://drive.google.com/file/d/17aoO80ijeCQDVr7a2-SbdKW4YZixx9PQ/view;https://drive.google.com/file/d/1tLcTiC10ncs2Y5yNMx6HVCH89ooEHu-N/view;https://drive.google.com/file/d/1pQfh2ZM90YiZ4gs2LroJdlUycEY13RtK/view;https://drive.google.com/file/d/1_b0ftlnO2ZybAW1eW7AzKUSyUVfiAKF9/view;https://drive.google.com/file/d/1cTIGIs1F6VsHs2craUbHXnXepnRcVMPy/view;https://drive.google.com/file/d/1bRSRkelS6_VaND5DYkjUgqvyJeESkFiL/view;https://drive.google.com/file/d/1aEtLpT48-bQoaPQASsEi_V7bFiJTZcJq/view;https://drive.google.com/file/d/1DVqKJq18jN__APaJwJFR9L3iW8K_zgSK/view;https://drive.google.com/file/d/1gk0IUi3Wt_s87BkC3FBXFRlu-CFljTFV/view;https://drive.google.com/file/d/1t3hmk8NxgG-cyZVXkFF7hpS2gfi7GuI9/view;https://drive.google.com/file/d/1-cpcX00QmMnckyTzvhahKUWfVyjZ7uYU/view;https://drive.google.com/file/d/1y59YK-8BgsumbFfuDU6kQDKHxW9X1GxT/view;https://drive.google.com/file/d/1LgkcaMMIMxEvQ7GmmNO6BCVAoGzsWnVZ/view;https://drive.google.com/file/d/1pBmnsWUZAbNuSiUohuJ5PdFqs237Ea3q/view;https://drive.google.com/file/d/1Xx7u7lsXmlUWPBK2rQixFWbh6DcRrgeA/view;https://drive.google.com/file/d/1UNlhXP43I8ckwpypajU4yWtyak32BCTk/view;https://drive.google.com/file/d/1wP1XNhlgaNWJ9Uh1oB58pnPHQ7y7VrBv/view;https://drive.google.com/file/d/1a-ytP0OVUXKGv029J7YruDmeAV1NjVvc/view;https://drive.google.com/file/d/1GkQjOmeZAsQxqUSiMW6xguH9Ik0ycM_Y/view;https://drive.google.com/file/d/1YQMSO7AX8uiL_H95nVa1CO3Bpri1gJod/view;https://drive.google.com/file/d/1_JH1-leJgi1EIuUtNY3zaFuqy7NFEDP5/view;https://drive.google.com/file/d/11v0EcFoH8SeldILD7m5xO8lIt-Cdvv3f/view;https://drive.google.com/file/d/1zD2zK3a8VoxnjAmQRRVrgteX8FO8GDol/view;https://drive.google.com/file/d/14Fyyh_VGu7zUE8hfv53r2fld4a-SLkuu/view;https://drive.google.com/file/d/1YGx4VnC6bgL4XbNdDPQhekoy1EXfv1VJ/view;https://drive.google.com/file/d/1yD3hLSpTRihw76rFJDV0M-UzbRpqQvAV/view;https://drive.google.com/file/d/17YpA4-ofCcvpbAbTWGJbqGeeOR5YgCqO/view;https://drive.google.com/file/d/1Cw0vNfh0xvAwwaAX5NwZvdDzQLf8PJAw/view;https://drive.google.com/file/d/13upvrVAHjpvgzJHgjcyjAj8xn5fubFbM/view;https://drive.google.com/file/d/14lUxxa4YgvN6mGnIYUzxOJRCdyFGu9x6/view;https://drive.google.com/file/d/1l7KD062i-ukxPwmE3t2zVuD6ImZLIJA4/view;https://drive.google.com/file/d/1anBLW4_GoyE_TYFNocA2biAjRGTcLbf6/view;https://drive.google.com/file/d/1KwkImD-OLg3rDPyZwzyrLUuymRTgqNDO/view;https://drive.google.com/file/d/1fXoEBENHDc3vWSbbxGJXMsV0XsO_6ZN0/view;https://drive.google.com/file/d/1iJJYd5PZeO1OLC5FF4RqCxKf0C799-I3/view;https://drive.google.com/file/d/1nIL8mVGAFLOuOetLpQHUs08RTeuTxoV_/view;https://drive.google.com/file/d/1fxBYT2pxrhecRj-Py-htJN3VLW8Afzvg/view;https://drive.google.com/file/d/1AMQgtX0lW4LVe59kxpL6FmhkmzeWF2RD/view;https://drive.google.com/file/d/1vmspQDQ9DCAGa5xQzOdV31tT4SmTS4ks/view;https://drive.google.com/file/d/1uHfPmdEy9xCxjckcGMn-r3e4PFfGkrM_/view;https://drive.google.com/file/d/1fuPOUgi_KVTgWrBfZ78m6FLXvyEXBSVn/view;https://drive.google.com/file/d/1QP_lMSB6gWKQQtdUn08oZuVv_0JkdNJj/view;https://drive.google.com/file/d/1wn-cGDhscGesiNoj8Af47GqK7--hNm3Q/view;https://drive.google.com/file/d/1dsfl9p5SbgArwWrvKbaoqnKRAoWjMj1W/view;https://drive.google.com/file/d/15In__nkU48FQ66EnbtXNF9TgrVb_QtcU/view;https://drive.google.com/file/d/1Htm31gXtGA9Tw0RtGeByBUV3zRvjegOb/view;https://drive.google.com/file/d/1872dx6Pkuig9EZurt5hgosaPp3xxbCxt/view;https://drive.google.com/file/d/1an0OtraUerNMbsuBtstkzLtf8T8Ugpao/view;https://drive.google.com/file/d/1Se1XysSvAPwkxWvJPzGQSVEgWJHLlXFl/view;https://drive.google.com/file/d/12apj4iNYG7pKaBBjYLoc4ZwJet7GiHQG/view;https://drive.google.com/file/d/1RsD-Z2S6Rv9FBu8GyF8y1d6oaeHnsS5h/view;https://drive.google.com/file/d/1xIUVg4qqxrV62wMNVs5XJ8tMVh0Qkw6y/view;https://drive.google.com/file/d/1S9MW3rSF7P-XmKMgQZBuSVY3bv7NQNfL/view;https://drive.google.com/file/d/1YXogzGVdd8JicpGbfhMGe2hJyJXyM8_h/view;https://drive.google.com/file/d/1bbwnTNZESVrp3jvhrFTL63BCHsnfsjJd/view;https://drive.google.com/file/d/16XF-gCpvVSGSUDy2KGTxzNsoybpEA5R1/view;https://drive.google.com/file/d/1d3X9BpnybwDCVtCx28_3IS2s-s0NqHkg/view;https://drive.google.com/file/d/1Kwve6XmZrUSwkopLZSogN6vsmKw9QJ5S/view;https://drive.google.com/file/d/1r1OrWvBMR1Nm71mzbOU1KQbRszihu3jr/view;https://drive.google.com/file/d/1_eXH6GRhYwd_r1ceIykyWwnYNeK11xyk/view;https://drive.google.com/file/d/1p6O9EJJ3GNF7Z41I-SwwWjaMffglrY1L/view;https://drive.google.com/file/d/17kJwexhZYZ5DM40rjwIC3d_Ufv9mD6u1/view;https://drive.google.com/file/d/1RQ14llgUX1sz0-42xcFcd7CzA101SuDS/view,,3.509404
NC_FW_FlagsV2_Cornering_20260730,post_NC_FW_FlagsV2_Cornering_20260730.zip,FW,CORNERING,isolated,20260730,NC,body_df=10.430508N;full_car_CoP=54.431928;full_car_CoP_meters=0.857303m;rw_drag=40.5428N;fw_df=-57.760856N;rw_df=-93.831543N;full_car_drag=92.130332N;full_car_df=-191.13057N;ut_df=-61.414044N;cell_count=113604401.0;total_aero_df=-198.837564N;wheel_df=7.706995N;whisker_df=3.738371N,-191.13057,-198.837564,10.430508,-57.760856,-93.831543,-61.414044,7.706995,,,,,,,,92.130332,,,40.5428,,,,,,,,,,,,,,,,54.431928,0.857303,,,,,,,113604401.0,,,,,https://drive.google.com/file/d/1LGWeUm1gRyoaW4SN08Y8gHdLplaqCw9c/view;https://drive.google.com/file/d/1l1xe9mvyr9LwD9VQnF9xjW5r1mXOcT6E/view;https://drive.google.com/file/d/10nUA6o5nLMBwVn2UyALPb4P441zU8Ctp/view;https://drive.google.com/file/d/1aLVOPLVlNZhik4Xw0FYHG7nBBBys6dwP/view;https://drive.google.com/file/d/1EJsR0u7BVaJD2LqlKbHQHqVF_68NEArW/view;https://drive.google.com/file/d/1a4YKQ5KsgbDveACHhjGtXUaT7g1DeuMU/view;https://drive.google.com/file/d/1xCaBIhA-wSeuU-qXAMtTmFmNB4vpP2Lh/view;https://drive.google.com/file/d/1NXWkWIbKe0M8XJWyjlkukLHgej7wN-No/view;https://drive.google.com/file/d/1j-miXE9JuCztGeQdmK3H3FE6WIwEtJWS/view;https://drive.google.com/file/d/1dEIP0TgMB0B_MXMDGyy18JWr8nit5WPO/view;https://drive.google.com/file/d/1zg7K-mkGPcsjNFcJoYpV5f-BFc9AcYeP/view;https://drive.google.com/file/d/1_bEvfjKYo_01FW1t0TYeSoMEFhvQyBVx/view;https://drive.google.com/file/d/1A_XXRcCrWbS1_p4Fvw1TUzQ_PAbMkput/view;https://drive.google.com/file/d/1mG8LC3soA7qwENPBsS6EwyisJbqH_DRy/view;https://drive.google.com/file/d/1bhdt3VMJJFsCCpYqwlSOZe4_Ms3dADdj/view;https://drive.google.com/file/d/1-Koy4AWIny5ZuYxdf9v1ddvofuQxd-kq/view;https://drive.google.com/file/d/1svSMMNE9btVDNhMXD2hJtwnNbuRa1XFU/view;https://drive.google.com/file/d/1bCA7LdZG756Qf0yxsRJw8zqt6r3Yy6Ea/view;https://drive.google.com/file/d/1q8aEl3tKPIKft0d8CDOKq-bEjUHpzuJR/view;https://drive.google.com/file/d/1sZLo9FNwBwhtrk5_qXKFCUAt79XENXxB/view;https://drive.google.com/file/d/1v3_YAJyVvOiu4oZZfUWIH5tHi9t2Slas/view;https://drive.google.com/file/d/1xEivwjMW3mHMkHn98qXSaw5Rxlq0K8jL/view;https://drive.google.com/file/d/1orw48c80tqVzuwe_ao-WEaIyiVxqGy_T/view;https://drive.google.com/file/d/1AtrnK4JYI_W_GDtiA4owuhaaTymlxra5/view;https://drive.google.com/file/d/1-I3RA2NL_cSw7xxjcVSWbB4ELf5_RGKK/view;https://drive.google.com/file/d/1Vi7pFjvsZxiDtpU_Dq2aRHJwvb9sVcWZ/view;https://drive.google.com/file/d/132eg_cqGz6dF2rC2bmSvSOsANP22LVua/view;https://drive.google.com/file/d/1M2talagpNGuriX7BMZcXjHUwxHYTzZ6y/view;https://drive.google.com/file/d/1CrHnO9rGNdBzULpyRLcFY1YAZ43tqHdb/view;https://drive.google.com/file/d/1Eco7FWMcu6RRY5zeaPhZjU_S9omXSPTs/view;https://drive.google.com/file/d/1YpAwPYNOsRfnrVGol8E4nkZleZIqhowO/view;https://drive.google.com/file/d/1PC4TGSFkMIUOSrWRSWhc9A2nuDVEgDUf/view;https://drive.google.com/file/d/1cqtN4RzK_FTmdvkSq-r-8YpfmWgR_3oj/view;https://drive.google.com/file/d/1iQ7UvI1ltrGcd8llrOnWuekv8ePJk8OS/view;https://drive.google.com/file/d/18KRbKmw9hEeh7qr6IaQZLAqxrZR77Vhf/view;https://drive.google.com/file/d/1_XP5Jv0e8APAMAnZqmkKNkvkizCS9b_6/view;https://drive.google.com/file/d/1q_nTXIRi3_zSg7byt9pP3nvbRMX71gyt/view;https://drive.google.com/file/d/1RlvyTimvN1gP8PSrS6moaOy7GbRkSzDb/view;https://drive.google.com/file/d/1sEjLph_CNf0SjjIwepLYOpYSefRegkwQ/view;https://drive.google.com/file/d/1WpufZuxgsnlZK7ZRV2TkGU5EO2JKYOQf/view;https://drive.google.com/file/d/1pC0T9omqBWa-kPdT0hqi8q4jqxer_-hH/view;https://drive.google.com/file/d/1soxZDBXbHnRXlbUBuK0xPyKRmo7NFBHg/view;https://drive.google.com/file/d/1sbCh0z6pPMisb7hURMKtGbdTB-5kfiVN/view;https://drive.google.com/file/d/1trs569xIZx8gv1GyLylBMD085sqCdcGt/view;https://drive.google.com/file/d/11BvVV57GlkftvLAQ-1_njMDRP4TxnpV6/view;https://drive.google.com/file/d/1sUPChALfDioY6F-VhLlDZNTSUyvDfYjn/view;https://drive.google.com/file/d/1ijHaX7ZbzXH7d1XchwHXEPLT6W2IKkkJ/view;https://drive.google.com/file/d/1VHjBPzGJo-4InWFNa_SA3kBDix7ARtae/view;https://drive.google.com/file/d/1NoGptsP4vvayk2h4GI6_-IzdukVdovQx/view;https://drive.google.com/file/d/13nonIlsNkr84xAiRWabmL72aZujhQUdX/view;https://drive.google.com/file/d/1cjW_im3Ew3DItfFSYlgAgEoRKoErPoWo/view;https://drive.google.com/file/d/15avML1KMAVPPNbG4hfMy-B1AE-qgQdHv/view;https://drive.google.com/file/d/1HK0pdJXst1ifs8bV11USdA-9hbRBKE8k/view;https://drive.google.com/file/d/1bgHjFMP6USVM3mBoUDgM22hCRC3-IOnc/view;https://drive.google.com/file/d/1d_2nicJQuXQHqC7ceCv4o2o-s6G2EyPs/view;https://drive.google.com/file/d/1Ch3I5jWRi8RARPQYupLtQZuxUa4I1m6k/view;https://drive.google.com/file/d/1iCzxRdGxdUtF1vliVXWvdv_yDeG6bJlQ/view;https://drive.google.com/file/d/1aQwQwIH0ktt-uRAAbPbtJi6rXev2WW2N/view;https://drive.google.com/file/d/1RsVMvesOv0Cx8yJEDq80z8Dveb9ODxd9/view;https://drive.google.com/file/d/1T6DugRwcMq3szUf1f8dqv8ROGz2fwVJM/view;https://drive.google.com/file/d/13M8wRkNhRnDPKarxuh36WKJigJElCq6-/view;https://drive.google.com/file/d/1UkvkzujgYMkXNZGqTRkipxCvPfFzk-8W/view;https://drive.google.com/file/d/1KbLJpAcQiY7CIwS2UhYAuwCC_FxUplG8/view;https://drive.google.com/file/d/1eitW77PmvaRzSOn-LM8ZrV58blDg_INy/view;https://drive.google.com/file/d/1AwXN4g3O-Fls2xTejZyBpSbj9njF97WR/view;https://drive.google.com/file/d/1pY5ewLfR5ynjCb9-0pzqDaKm9LTrUgRD/view;https://drive.google.com/file/d/1LJ5U0_OsI2SfKYYGb5HtGGDFiPPPTH8l/view;https://drive.google.com/file/d/1VlpMLImbDEdZMovQHiRH2qllZdvBEI5Z/view;https://drive.google.com/file/d/1C8A_RKeBT0oJOlI5uOn8pYY4ytwUnk_v/view;https://drive.google.com/file/d/1n_wHH1g_R1XccII5ZFB3zW37-31xKt9w/view;https://drive.google.com/file/d/1c3Zag4cUHe9WyrfQc9NWpl5MVrjlhgVi/view;https://drive.google.com/file/d/1s9ROtjsFbz6JxiBOswBEHOtGuFctKi2U/view;https://drive.google.com/file/d/1c4svkqN3ystVpISPTBQiDceo0VXG6xrY/view;https://drive.google.com/file/d/13PpV2rtBNaDBerJwv3QbMafdCv6lne6P/view;https://drive.google.com/file/d/19iNziscTOlkWPYn10FGtdfDBmhvgQbpP/view,,3.738371
DY_RW_newMainplaneGurney_straightline_20260731,post_DY_RW_newMainplaneGurney_straightline_20260731.zip,RW,STRAIGHTLINE,isolated,20260731,DY,fw_df=-132.662185N;rw_df=-178.278185N;ut_df=-93.563664N;full_car_df=-409.591108N;total_aero_df=-416.486184N;full_car_drag=187.465275N;full_car_CoP_meters=0.925618m;body_df=-20.843421N;full_car_CoP=58.769417;whisker_df=8.798955N;wheel_df=6.895076N;radiator_MFR=0.27051kg/s;inlet_MF_averaged_pressure=70.430064Pa;outlet_MF_averaged_pressure=39.612067Pa;pressure_drop=30.817996;cell_count=37746121.0,-409.591108,-416.486184,-20.843421,-132.662185,-178.278185,-93.563664,6.895076,,,,,,,,187.465275,,,,,,,,,,,,,,,,,,,58.769417,0.925618,,,0.27051,70.430064,39.612067,30.817996,37746121.0,,,,,https://drive.google.com/file/d/1MsyFlvzP6mKqFDorrj-3rT1JYXgm2bUJ/view;https://drive.google.com/file/d/1VDEbont81QogfqEs7Up7acSmqQlQ9Kw4/view;https://drive.google.com/file/d/1CMy14kZkFW_IswiUtyn-qrT37od4B48i/view;https://drive.google.com/file/d/1J441g0Iplr1rZGOn9STb0QITqJgmDAr1/view;https://drive.google.com/file/d/1uQXy7EkyTCroTlSpCjGlhnO9bJCFIG4c/view;https://drive.google.com/file/d/1eD0wu8QjPzhi7dvilDFI7TVUwpVY7y99/view;https://drive.google.com/file/d/168w2hOv6x41CYrPxX5SDUd6UTbyahRfN/view;https://drive.google.com/file/d/1j_rccEXKwzM3Ofru1AT33l1nkCvzdz5Y/view;https://drive.google.com/file/d/1WR_jSFoIaITbljFduozNFjMhKuZIlM4S/view;https://drive.google.com/file/d/1r3flu0Z1mGcHGR-fyw8CVLG3IF7XFXUy/view;https://drive.google.com/file/d/1_JztwMKXPca7Z9i7ZCho0L0UoieYn0Hr/view;https://drive.google.com/file/d/1URYj_UgoikSXnUE3h7dUjMS6WL068XcB/view;https://drive.google.com/file/d/1kswC1gc1xF33NvrWSlwwQU7eNeC0XuHe/view;https://drive.google.com/file/d/1WUyi9qXRfpYIUtrZRDn2Nk68uYUpDzDP/view;https://drive.google.com/file/d/10r0tiaDzXESMsXVnCACmK3LM8ki9i7vy/view;https://drive.google.com/file/d/1-ricM18sDfQVFCY1GngfAxDZQfqNzbJU/view;https://drive.google.com/file/d/1cgFnABHhSi1oXEn5g-U6HXL7T1g_f0bA/view,,8.798955
DY_RW_15test_straightline_20260731,post_DY_RW_15test_straightline_20260731.zip,RW,STRAIGHTLINE,isolated,20260731,DY,fw_df=-75.629375N;rw_df=-102.01748N;ut_df=-47.629148N;full_car_df=-226.047514N;total_aero_df=-230.389958N;full_car_drag=99.116N;full_car_CoP_meters=0.912707m;body_df=-10.074288N;full_car_CoP=57.949675;whisker_df=4.955309N;wheel_df=4.342443N;radiator_MFR=0.242796kg/s;inlet_MF_averaged_pressure=45.773899Pa;outlet_MF_averaged_pressure=23.574241Pa;pressure_drop=22.199658;cell_count=37529028.0,-226.047514,-230.389958,-10.074288,-75.629375,-102.01748,-47.629148,4.342443,,,,,,,,99.116,,,,,,,,,,,,,,,,,,,57.949675,0.912707,,,0.242796,45.773899,23.574241,22.199658,37529028.0,,,,,https://drive.google.com/file/d/10rUznVwxvlKsCRGfV69VygHCNOBCcIJh/view;https://drive.google.com/file/d/1_LV17Rjv2k2LZbIulpl5qUxbhAUlfKJR/view;https://drive.google.com/file/d/1Tev2IcAzYArJoaxjuV_WnYmBZTkoTo9U/view;https://drive.google.com/file/d/10r6lcR9AXBtENh94WR5tAaL52aaoPdi-/view;https://drive.google.com/file/d/1XrjHdLJv3-XzCpy_23YdGyr6t_ZXdYOa/view;https://drive.google.com/file/d/1n6FfyCcDXHeiHwUOJPgqkpmAssEsY6Io/view;https://drive.google.com/file/d/1L0scxSKdIbtsg8ejmyl1rowSlAs3uvfM/view;https://drive.google.com/file/d/1qCKYtInpBXlpoUSECxTxFRVcjUZjw0WJ/view;https://drive.google.com/file/d/1PZl97dE9FiWPdanZvoBmgVDllCvuhuKO/view;https://drive.google.com/file/d/1LvASzPABptDWsUE4qKyaIpUw3NH31vhN/view;https://drive.google.com/file/d/1OA5-PuMRBY6TH0erRc64xvF19Qu3OH6G/view;https://drive.google.com/file/d/1Nu4YSEGLFOqPKsspidy8hClpBJpckryZ/view;https://drive.google.com/file/d/1J5yKo_SX6Dr3uYVz3qTzYmK3l-leNAz3/view;https://drive.google.com/file/d/1lMVWyYg_APqKSoCUNa2qTv25utCvtmoZ/view;https://drive.google.com/file/d/1nxQ1G7Uq21KzkrCLzMLj6XhVTnQdSZ-U/view;https://drive.google.com/file/d/1IGKPatMgQhGsMm_DzUP6Z2O7GW7SQiFp/view;https://drive.google.com/file/d/1NFx42wNwgMm4sZfKWCO1xgZc2kWFnMvc/view,,4.955309
MT_UT_LowerUTwithTopSideWiderOutletFillet_Straight_20260730,post_MT_UT_LowerUTwithTopSideWiderOutletFillet_Straight_20260730.zip,UT,STRAIGHTLINE,isolated,20260730,MT,fw_df=-81.360704N;rw_df=-85.660626N;ut_df=-97.149373N;full_car_df=-242.688993N;total_aero_df=-253.506043N;full_car_drag=92.555467N;full_car_CoP_meters=0.765776m;body_df=6.751561N;full_car_CoP=48.620701;whisker_df=3.902195N;wheel_df=9.551322N;radiator_MFR=0.272364kg/s;inlet_MF_averaged_pressure=56.992275Pa;outlet_MF_averaged_pressure=35.713474Pa;pressure_drop=21.278801;cell_count=37517297.0,-242.688993,-253.506043,6.751561,-81.360704,-85.660626,-97.149373,9.551322,,,,,,,,92.555467,,,,,,,,,,,,,,,,,,,48.620701,0.765776,,,0.272364,56.992275,35.713474,21.278801,37517297.0,,,,,https://drive.google.com/file/d/11Ih2pvJNbznq_hM4Heh03XTMwGKneZo6/view;https://drive.google.com/file/d/1pZ22DGKPc2R7NdOBAsXecdssv4HApsJy/view;https://drive.google.com/file/d/125VhavhYwHDOBybNTD5fBIrLHFvBdpxV/view;https://drive.google.com/file/d/1XNjPiKR4X-f5nR_3ZEhl9TgblBqOvGW8/view;https://drive.google.com/file/d/1Xni3iLQ8Dbo9LaZD_9Sj_dQ9-zk599eZ/view;https://drive.google.com/file/d/16goplc-ngzXploAnC4Pvx4bicGsoEO3K/view;https://drive.google.com/file/d/1NJ8z5YKwG1A58cXiWCtwqDWPZKePiA9R/view;https://drive.google.com/file/d/1Uw1OCUOPASqR4qn689nEnT4dml2iI-6H/view;https://drive.google.com/file/d/1CWpZh3s4IrLgcJAJ17FaRaivbGiC1pZH/view;https://drive.google.com/file/d/1WFrevjcxca4aTSOx60XSj3L8jfluW9Il/view;https://drive.google.com/file/d/1Oe4cAbnJ2w4oH3rYMhzmeSaxDdBekppv/view;https://drive.google.com/file/d/11y06CjmoS_wJKFeu5JYJodqDf1TJ5cHj/view;https://drive.google.com/file/d/1xBPcQM7z9O4u1EivVau6RvEQBHSksttM/view;https://drive.google.com/file/d/11v1zm4KbQjDgDdTdJgQHL_AVsW5UeEln/view;https://drive.google.com/file/d/1hjFv_w1Q1S6FsA1CE1PKx_iHYNnEL3ca/view;https://drive.google.com/file/d/1EpKj4jNT4RwLB9OyGQeb-dToHPKg8Njp/view;https://drive.google.com/file/d/1e2th9EvwZh-Qwv_t2JgMY7w9JsI2f8zf/view;https://drive.google.com/file/d/1mY6Lkgb-agnWv1DXpyRawRe4dX9VV-AA/view;https://drive.google.com/file/d/1_jB1bwNpfpDGMglcplWpGxo6xdEQswhN/view;https://drive.google.com/file/d/1LehlhzKG0SPatbso8p8pOpAxDOMMK7x6/view;https://drive.google.com/file/d/147fSxuS_fWw30yWbuR9H-nW8Sf9HQkMj/view;https://drive.google.com/file/d/16x3ukXWbqGPV6wt0fyj9w0-bXlyQOif0/view;https://drive.google.com/file/d/1CvYwup_VQ0qxCREvyUIdhs66jdjcoLCh/view;https://drive.google.com/file/d/1UGa-_nZQCeh1pvSbZRBFmKgezDmpk0LH/view;https://drive.google.com/file/d/1F90MwCEvlBp_3Kalk4xdb-5JFXrXLEFj/view;https://drive.google.com/file/d/1xyA5-ncwc6ro552ki2eGvuimZj-LD50n/view;https://drive.google.com/file/d/1mEfO6i3z3fd_vgOCIJJU07p_vQwSV6vV/view;https://drive.google.com/file/d/1v1jcPVbAv-uacXsvmY1bwwNXCm0kM_lA/view;https://drive.google.com/file/d/1_viWI7t8iNN-WDG5OtEDGPFPhuar86gC/view;https://drive.google.com/file/d/1sEyRdLOmmq25hYSjSvFXG7jNuvW4S6En/view;https://drive.google.com/file/d/1HDJ7X36BcQ4VA0GP07_Y24CwSkX_bWt9/view;https://drive.google.com/file/d/1N5-bgOGmdhJVcm0jcBd3a8gmB9eArE5F/view;https://drive.google.com/file/d/1_3E__Py-dL2OHnmj3aC2r_w_dHCwULpE/view;https://drive.google.com/file/d/1R1Lhr5W9ZMkZ7la-Ai6Is8Vav1bCOW5y/view;https://drive.google.com/file/d/1QwBZESYuUlufj_X6piAQwU_PwxBMbFsW/view;https://drive.google.com/file/d/1BsZCZMgYpxQTleTidzwx4s4yeFivL-AB/view;https://drive.google.com/file/d/1ZxA-dXhewS_jTgE_vtXoy7GRn2d6onE8/view;https://drive.google.com/file/d/1SuieCZfNFHCBarVsvczqh9p4Bp1YDwM0/view;https://drive.google.com/file/d/1gxUmTsYXefmDhAZmI7c6Ryc5KbmXvVBl/view;https://drive.google.com/file/d/1iKmOjdNATgLWw_WdrUNgsT3MBKBig8pw/view;https://drive.google.com/file/d/1WDsA-OuYKHCt9-CRXvYg2DL5u0sQ7w1l/view;https://drive.google.com/file/d/1VzgP8nr2MgaY7VFWWnzxh9_GqU11HQvA/view;https://drive.google.com/file/d/1Y3qrcEHNSIy_tDvN8LvoY-kemvxIsJ-8/view;https://drive.google.com/file/d/1Uo3i_7ekz_GlD0f5gYN_VuCqge1PjpNb/view;https://drive.google.com/file/d/1FvNnf25oYLfL3H9fdKkzGMj8TlxzQ2Ac/view;https://drive.google.com/file/d/1cTs-1C9T7OKdej_q_qRv3K03Tg4TPQAR/view;https://drive.google.com/file/d/19Sut01kJfij3odWuU0DZL00_dSbhyGuN/view;https://drive.google.com/file/d/1-YFuph6OJVp4XSCAVMoPV0JAFpMCNfjw/view;https://drive.google.com/file/d/1AEOPfDItFJ00j91J3nPvgD2VaTCkWCKw/view;https://drive.google.com/file/d/18kPVF0RYp6JfqQaC0t5qfuzIdU6PPrUF/view;https://drive.google.com/file/d/1NDR-6HKBsyxRetJTW0Oe_NX_lPuxw8W0/view,,3.902195
